asin,title,category
B000Y0CHX4,Nintendo 64 Expansion Pak,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Accessories']"
B08P7R3W6D,"Daydayup Switch Case Compatible with Nintendo Switch Lite 2 Pack Screen Protector & 6 Pcs Thumb Grip, 20 Game Cartridges Hard Shell Travel Carrying Switch Lite Console & Accessories, Turquoise","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Game Boy Systems', 'Game Boy Color', 'Games']"
B07N1XKY1L,"Lego: Marvel Super Heroes, XBOX 360","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B001GIUWX0,Mario Kart Wii,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B07V42555Q,Digimon Story Cyber Sleuth: Complete Edition - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B07G783VQ5,CHONCHOW Keyboard and Mouse Combo Gaming Wired Gamer Set Ambient Backlight LED RGB Key Board & Mice 19 Non-Conflict 3600Dpi Compatible with PS4/PS5 Xbox One Pc iMac MacBook Laptop,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B009X51IJU,Xbox 360 Wireless Network Adapter N,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories']"
B08NB79QSV,"Eyglo VR Face Silicone Cover for Oculus Quest 2 Face Pad Cushion,Sweatproof Washable Light Blocking Meta Quest 2 Accessories (Black)","['Video Games', 'PC', 'Virtual Reality', 'Headsets']"
B07J2FZMMK,eXtremeRate Comfortable Non-Slip 3D Splashing Side Rails Handles Back Panels for Xbox One X & One S Controller - Textured White,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Accessories']"
B01F74F00I,Corsair K65 LUX RGB Compact Mechanical Keyboard - USB Passthrough & Media Controls - Linear & Quiet - Cherry MX Red - RGB LED Backlit,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07J44D713,"Compatible Nintendo Switch Case with Screen Protector,AISITIN TPU Protective Heavy Duty Cover Case for Nintendo Switch with Shock-Absorption and Anti-Scratch (Red)","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cases & Storage']"
B0B1MMNTHP,"Donerton Gaming Headset, Over-Ear Gaming Headphones with Noise Canceling Mic, Stereo Bass Surround Sound, Soft Memory Earmuffs LED Light PS4 Gaming Headset Compatible with PC, Laptop, PS4, PS5, Red","['Video Games', 'PC', 'Accessories', 'Headsets']"
B07NZWDH7B,NEW! Thrustmaster TM Open Wheel Add-On (Xbox One),"['Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Racing Wheels']"
B07JF1VJS7,"ProCase Carrying Case for Nintendo Switch OLED Model & Nintendo Switch, Portable Travel Bag Ultra Slim Felt Pouch for Nintendo Switch 2017 / Switch OLED Model 2021 with 5 Game Cartridges Holders –Grey","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B0957JJDXC,"Esimen Adjustable Head Strap Compatible for Meta/Oculus Quest 2 Elite Strap Accessories, Comfort Foam Pad Strap, Design Balance Weight, Reduce Pressure, Durable and Lightweight (White)","['Video Games', 'PC', 'Virtual Reality', 'Headsets']"
B07X56RNBY,Batman: Arkham Asylum (Game of The Year Edition) - Playstation 3,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B09MQZ83LB,LEGO Marvel Super Heroes - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B08B7Z5GZ1,"Cybcamo Protective Case Cover for Nintendo Switch, Hard Shell Case Handheld Grip for Nintendo Switch Console and Joy-Con Controllers with 2 Thumbsticks (Pastel Pink & Blue)","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Accessories']"
B0000541B2,Playstation 2 Dual shock controller Black,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Accessories']"
B08MPZ7TMH,"Esimen VR Face Cover Compatible for Oculus Quest 2 Silicone Mask Face Pad Light Blocking, Sweatproof, Washable for Meta Quest 2 Accessories","['Video Games', 'PC', 'Virtual Reality', 'Headsets']"
B07P7M6KB3,The Lego Ninjago Movie Videogame - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B0BMKX1Q1F,"Xbox Steering Wheel - PXN V3II 180° Gaming Racing Wheel Driving Wheel, with Linear Pedals and Racing Paddles for Xbox Series X|S, PC, PS4, Xbox One, Switch - Black","['Video Games', 'PC', 'Accessories', 'Controllers', 'Racing Wheels']"
B004HD55VK,Tomb Raider,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07ZJ6RY1W,$45 Nintendo eShop Gift Card [Digital Code],"['Video Games', 'Online Game Services', 'Nintendo eShop', 'Store Currency & Points Cards']"
B07VFYBMTS,"Redragon M801 Gaming Mouse LED RGB Backlit MMO 9 Programmable Buttons Mouse with Macro Recording Side Buttons Rapid Fire Button 16000 DPI for Windows PC Gamer (Wireless, Black)","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B0C7DFZNTY,"Razer BlackShark V2 Pro Wireless Gaming Headset: THX 7.1 Spatial Surround Sound - 50mm Drivers - Detachable Mic - for PC, PS5, PS4, Switch, White","['Video Games', 'PC', 'Accessories', 'Headsets']"
B07ZXT32TP,Sour Patch Kids Limited Edition Just Blue,"['Video Games', 'Legacy Systems']"
B079Y44LDC,Hello Neighbor - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B08MC268K6,"Hotline Games [Grip Upgrade] 2.0 Plus DIY Version Anti Slip Grip Tape for Gaming Mouse,Sweat Resistant,Easy to Apply,Professional Mice Upgrade Kit","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
0345339258,"Dibs in Search of Self: The Renowned, Deeply Moving Story of an Emotionally Lost Child Who Found His Way Back","['Video Games', 'PC', 'Games']"
B08FC5L3RG,PlayStation 5 Console,"['Video Games', 'PlayStation 5', 'Consoles']"
B00YTUZF34,Fallout 4 Goty (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B09DVCVFLX,"Carrying Case Plus TPU Case Cover and Screen Protector Compatible with Nintendo Switch Lite, 4 in 1 Accessories Kit, Portable Carrier Travel Bag Case Comes with 8 Game Card Slots for Switch Lite 2019","['Video Games', 'Legacy Systems', 'Nintendo Systems']"
B07VB8HD8X,"Nintendo64 To HDMI Converter, HD Link Cable N64 To a New HDMI TV, Plug and Play, Restore Game Screen","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'GameCube']"
B09CDQ3888,"Four Charger Dock for Wii Remote, TechKen Remote Control Charger Docking Station with 4 Rechargeable Batteries from Nintendo Wii Rometo Control","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B07H5NGZQ8,"JETech Protective Case for Nintendo Switch 2017, Grip Cover with Shock-Absorption and Anti-Scratch Design (Blue)","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B095HN4HG6,"eXtremeRate Textured White Programable Rise Remap Kit for PS5 Controller BDM-010, Upgrade Board & Redesigned Back Shell & Back Buttons Attachment for PS5 Controller - Controller NOT Included","['Video Games', 'PlayStation 5', 'Accessories']"
B071K63M65,Pokemon Go-Tcha Pokemon Go Plus Accessory LED Touch Screen Wristband,"['Video Games', 'Legacy Systems', 'Microconsoles']"
B0BL2TKB8M,SteelSeries Apex 7 TKL Compact Mechanical Gaming Keyboard – OLED Smart Display – USB Passthrough and Media Controls – Tactile and Quiet – RGB Backlit (Brown Switch),"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B09Y4YKGQB,The Crew 2 (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B08MBHYJVS,The Legend of Heroes: Trails of Cold Steel - Decisive Edition - PlayStation 4,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07D4251ST,"astro Gaming A20 Wireless Headset, Black/Green - Xbox One/PC/MAC (Renewed)","['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B09KRQY1ZF,"PC Gaming Headphone Stand,Dual Headset Hanger Hook Holder with Adjustable & Rotating Arm Clamp,Under Desk Design,Universal Fit,Built in Cable Clip Organizer EURPMASK","['Video Games', 'PC', 'Accessories', 'Headsets']"
B071R6CHV6,"Outway Xbox One Power Supply Brick, [Advanced Version] AC Adapter Power Supply Charger Cord Replacement for Xbox One 100-240V, Black","['Video Games', 'Xbox One', 'Accessories', 'Cables & Adapters', 'Adapters']"
B07WMPTF7V,"Gulikit Route Air Nintendo Switch Bluetooth Adapter, Wireless Audio Transmitter w/aptX Low Latency, AirPods Bluetooth Headphone Speakers Headset for Nintendo Switch & Switch Lite, PS5 PS4 PC etc.Black","['Video Games', 'Nintendo Switch', 'Accessories', 'Cables & Adapters']"
B019QKWHRS,"Microsoft Halo: The Master Chief Collection, Xbox One","['Video Games', 'Xbox One', 'Games']"
B08KXGF1HH,Mortal Kombat 11 Ultimate - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B00BKF46R2,"Razer DeathAdder Expert - Optical Esports Ergonomic Professional-Grade Gaming Mouse - 6,400 Adjustible DPI","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B00Z9TL6KA,Madden NFL 16 - Xbox One,"['Video Games', 'Xbox One', 'Games']"
B08W4ZNZCY,"Redragon K530 Pro Draconic 60% Wireless RGB Mechanical Keyboard, Bluetooth/2.4Ghz/Wired 3-Mode 61 Keys Compact Gaming Keyboard w/100% Hot-Swap Socket, Free-Mod Plate Mounted PCB & Tactile Brown Switch","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B06XWTJ7RD,"QUMOX 2x Wireless Classic Pro Controller Gamepad Joypad Remote for Ntdo Wii U Pro, Black","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Remotes']"
B099MLL49Y,LED Backlit Wired Keyboard and Mouse Gaming Combo Mechanical Feeling Rainbow Backlight Emitting Character 3200DPI Adjustable USB Mice Compatible with PC Raspberry Pi iMac TDW910(White),"['Video Games', 'PC']"
B07R4C3X97,Dragon Ball Xenoverse 2 - Xbox One Standard Edition,"['Video Games', 'Xbox One', 'Games']"
B074HBNNH6,8Bitdo Sn30 2.4G Wireless Controller for SNES Classic Edition - Super NES,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Super Nintendo', 'Accessories']"
1398500461,Enemy at the Gates,[]
B08LZBFQ84,"HUO JI E-Yooso Z-77 Mechanical Gaming Keyboard with Rainbow LED Backlit, Blue Switches, Tenkeyless 87 Keys Anti-Ghosting for Mac, PC, Pink","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B002I0J5JW,Tomb Raider Trilogy,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B08L74DB2M,Mortal Kombat 11 Ultimate (PS5),"['Video Games', 'PlayStation 5', 'Games']"
B07FM9Y4DT,Friday The 13th: The Game Ultimate Slasher Edition - Xbox One,"['Video Games', 'Xbox One', 'Games']"
B0B96D3GG8,"Nier, Automata Game of the Yorha Edition - PlayStation 4","['Video Games', 'PlayStation 4', 'Games']"
B07FSF7C2P,"havit Gaming Keyboard Mouse Headset & Mouse Pad Kit, Rainbow LED Backlit Wired, Over Ear Headphone with Mic for PC Computer, Laptop and More","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07ZNVGJS1,Call of Duty Modern Warfare (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B00OIPOTYG,Xbox One Stereo Headset Adapter,"['Video Games', 'Xbox One', 'Accessories', 'Cables & Adapters', 'Adapters']"
B07R53X6ZY,Car Mechanic Simulator (Xbox One),"['Video Games', 'Xbox One', 'Games']"
B09LSHWC99,"SARLAR Design Fashion Hard Carrying Case for Oculus Quest 2 Headset and Touch Controller Accessories, Crossbody Shoulder Chest Backpack Travel Hiking Bag with USB Charging Port","['Video Games', 'PC', 'Virtual Reality', 'Headsets']"
B0C6BV5XQZ,Rocksmith Real Tone Cable,"['Video Games', 'Ubisoft']"
B08CXQ3PV1,YoRHa Studded Dots Silicone Rubber Gel Customizing Cover for Sony PS4/slim/Pro Dualshock 4 Controller x 1(Red&Blue) with Pro Thumb Grips x 8,"['Video Games', 'PlayStation 4', 'Accessories', 'Faceplates, Protectors & Skins']"
B01IH5O186,Nintendo Classic Mini: Nintendo Entertainment System (NES) Controller,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo NES', 'Accessories']"
B08BFKQV96,"Niclogi Protective Case for Nintendo Switch Lite, Hard Cover Case Compatible with Nintendo Lite with 2 Thumb Grip Caps","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B08NC2555Q,VR Cover Facial Interface and Foam Replacement Set for Meta/Oculus Quest 2 (Dark Grey & Light Grey),"['Video Games', 'PC', 'Virtual Reality', 'Headsets']"
B07H58FCVK,"Ssgamer Stereo Headset Adapter for Xbox One & Xbox Series X|S Controller - Headphone Adapter Adjust Volume, Mic,Audio Balance (Voice Chat & Game Sound) Directly","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Accessories']"
B08HGKRCY4,ZIYOU LANG MK21 Portable 60% Mechanical Gaming Keyboard Untra-Compact Type-c Wired with Light Up Chroma LED Backlit Non-Conflict 61 Key TKL Ergonomic for PS4 PS5 PC Mac Windows(Blue/Blue Switch),"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07YXQJ1S5,Marvel's Iron Man VR - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B0BXP879GV,"KIWI design Controller Grips Compatible with Quest 2 Accessories, Silicone Grip Cover Protector with Knuckle Straps (Black, 1 Pair)","['Video Games', 'PC', 'Virtual Reality', 'Accessories']"
B01LWJB4QT,Until Dawn: Rush of Blood - PlayStation VR,"['Video Games', 'PlayStation 4', 'Games']"
B08D7DWWNC,"9CDeer 1 Piece of Silicone Studded Water Transfer Protective Sleeve Case Cover Skin + 8 Thumb Grips Analog Caps + 2 dust Proof Plugs for PS4/Slim/Pro Dualshock 4 Controller, Brown Camouflage","['Video Games', 'PlayStation 4']"
B0B7FB9XS7,"CYKOARMOR Switch Game Case with 24 Game Holder Compatible with Nintendo Switch&Switch OLED Game Card, Compact Switch Cartridge Case Red Blue","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B09PR8NBZZ,"Benazcap [2 Pack] Steam Deck Screen Protector 7 Inch 2021, 9H Tempered Glass Film Easy Installation/Anti-Scratch/HD Clear for Steam Deck New Version","['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins', 'Screen Protectors']"
B002KAS4OW,Demon's Souls - PS3 [Digital Code],"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07Z9QLMLD,"SteelSeries Arctis 1 Wireless Gaming Headset USB-C Detachable Clearcast Microphone Compatible with PC, PS4, Switch and Lite, Android Black (Renewed)","['Video Games', 'PC', 'Accessories', 'Headsets']"
B08VSKJR8D,"AAJO Wireless Gaming Mouse, USB Mouse Gaming with Honeycomb Shell, RGB Chroma Backlit Mouse, Hyperspeed Comfortable Grip Ergonomic Optical Mice for PC Computer Laptop","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07447J2TS,Ant-Man Feature,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Super Nintendo', 'Games']"
B002XVUT3M,Wii Nunchuk Controller - White,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Remotes']"
B09GVZ1D3V,"PS4 Controller Charger Charging Cable 10ft 2 Pack Nylon Braided Extra Long Micro USB 2.0 High Speed Data Sync Cord Compatible for Playstaion 4, PS4 Slim/Pro, Xbox One S/X Controller, Blue","['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Cables']"
B00L59D9HG,Nintendo 3DS Compatible with 3DS / 3DS XL / 2DS AC Adapter,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Cables & Adapters', 'Adapters']"
B09WN9CY4P,"Black Shark Gaming Headset for PC, PS4, PS5, Switch, Xbox, 7.1 Spatial Surround Sound, Detachable Noise Cancelling Mic, 50 mm Drivers, Gaming Headphones with 3.5 mm Audio Jack and USB Sound Card","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B09GVHZ5B1,"RCM Jig for Switch RCM Jig Clip Short for Nintendo Switch, Used to Modify The Archive Play GBA/FBA & Other Simulator","['Video Games', 'Legacy Systems', 'Sega Systems', 'Sega Genesis', 'Consoles']"
B07D85WWNB,Nintendo Selects - Animal Crossing New Leaf: Welcome amiibo (Nintendo 3DS),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B073X3ZJ5H,PDP Gaming Wired Controller: Phantom Black - Xbox One,"['Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B075YCWQSF,"ButterFox Carrying Case for Nintendo Switch, Compatible with Nintendo Switch, 18 Game Card Holders and 2 Micro SD Slots- Black","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B07SSJZ6XW,Cuphead - Nintendo Switch [Digital Code],"['Video Games', 'Nintendo Switch', 'Games']"
B0BN41LK4D,"Logitech G603 LIGHTSPEED Wireless Gaming Mouse, HERO 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 500h Battery Life, On-Board Memory, PC/Mac - Black","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07V4JH85Q,"ivoler [3 Pack] Screen Protector Tempered Glass for Nintendo Switch Lite, Transparent HD,High Definition,Clear Anti-Scratch with Anti-Fingerprint Bubble-Free Fit Switch Lite 2019","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories']"
B07P2GPJJ9,Nintendo Amiibo Marina (Splatoon series) Japan Ver.,"['Video Games', 'Nintendo Switch', 'Games']"
B07NQG61K8,Assassin's Creed III: Remastered - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B07DJZNHHY,Daemon X Machina,"['Video Games', 'Nintendo Switch', 'Games']"
B002NIJJWW,Wii Classic Controller,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B08LPB9G3H,Xbox One Controller Joystick Replacement - 6PCS Original Thumbsticks Analog Thumb Sticks Parts - True Rubberized with T8 T6 Repair Screwdriver Kit for Xbox One Controller,"['Video Games', 'Xbox One', 'Accessories', 'Accessory Kits']"
B0714MHH8R,"Amazon Basics PlayStation 4 Controller Charging Cable - Pack of 2, 6 Foot, Blue","['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Cables']"
B07HBP66M5,LEGO Harry Potter Collection (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B00ISZNCKE,Little House On The Prairie Season 2 Deluxe Remastered Edition [Blu-ray],"['Video Games', 'PlayStation 4', 'Games']"
B087STK7JZ,DRAGON QUEST XI S – Echoes of an Elusive Age – Definitive Edition - [Switch Digital Code],"['Video Games', 'Nintendo Switch', 'Games']"
B06Y2QQ518,"HUO JI RGB Mechanical Gaming Keyboard, Z-77 Programable RGB Backlit, DIY Blue Switches,Water Resistant, 87 Keys Anti-Ghosting for Mac PC, Black","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B09NWCFL2Y,"VEVOR G29 G920 Racing Steering Wheel Stand,fit for Logitech G27/G25/G29, Thrustmaster T80 T150 TX F430 Gaming Wheel Stand, Wheel Pedals NOT Included","['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories']"
B0B1PB5L93,Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 74g Lightweight - 70 Hr Battery - Mercury White,"['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B09M59VVC7,Razer Quick Charging Stand for PlayStation 5: Quick Charge - Curved Cradle Design - Matches PS5 DualSense Wireless Controller - One-Handed Navigation - USB Powered - White (Controller Sold Separately),"['Video Games', 'PlayStation 5', 'Accessories', 'Batteries & Chargers']"
B01GY3628A,Turtle Beach - Ear Force P11 Amplified Stereo Gaming Headset - PS3 (Discontinued by Manufacturer),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Headsets']"
B08GYNLVF4,"Karvipark Gaming Headset for Xbox One/PS4/PS5/PC/Nintendo Switch|Noise Cancelling,Bass Surround Sound,Over Ear,3.5mm Stereo Wired Headphones with Mic for Clear Chat","['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B0BNPKCKKT,Nintendo Switch System Carrying Case – Protective Deluxe Travel System Case – Black Ballistic Nylon Exterior – Official Nintendo Licensed Product,"['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
